Provider Number,Facility Name,Five Star,City,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Number of Dialysis Patients with Hgb data,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patients in Serum phosphorus summary,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patients in nPCR summary,SWR category text,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW
392574,DIALYSIS CLINIC INC - HEMPFIELD,3,JEANNETTE,Non-Profit,"DIALYSIS CLINIC, INC.",24,1,1,0,19,As Expected,58,93,100,As Expected,As Expected,As Expected,68,104,278,As Expected,As Expected,91,91,0,Not Available,36,0,As Expected,67
392575,"RENAL CARE GROUP EAST, INC.",4,BRYN MAWR,Profit,FRESENIUS MEDICAL CARE,20,1,1,0,46,As Expected,49,91,92,As Expected,As Expected,As Expected,72,119,293,Better than Expected,As Expected,90,90,0,Not Available,22,0,As Expected,54
392576,FRESENIUS KIDNEY CARE - CLAIRTON,3,CLAIRTON,Profit,FRESENIUS MEDICAL CARE,13,1,1,1,9,As Expected,25,38,45,As Expected,Worse than Expected,As Expected,29,49,114,As Expected,As Expected,45,45,0,Not Available,19,0,As Expected,32
392579,FRESENIUS KIDNEY CARE - OHIO VALLEY,4,PITTSBURGH,Profit,FRESENIUS MEDICAL CARE,15,1,1,1,17,As Expected,34,70,77,As Expected,Worse than Expected,As Expected,40,57,159,As Expected,As Expected,75,75,0,Not Available,22,0,As Expected,61
392700,DAVITA MCKEESPORT WEST DIALYSIS,4,MCKEESPORT,Profit,DAVITA,16,1,1,0,16,As Expected,33,57,61,As Expected,As Expected,As Expected,41,73,165,As Expected,As Expected,59,59,0,Not Available,18,0,As Expected,35
392837,FRESENIUS KIDNEY CARE - WEST CHESTER,5,WEST CHESTER,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,15,As Expected,23,34,38,As Expected,As Expected,As Expected,30,23,84,As Expected,As Expected,36,36,0,Not Available,10,0,As Expected,22
392838,DAVITA SAINT CHARLES WAY DIALYSIS,3,YORK,Profit,DAVITA,47,1,1,1,94,As Expected,144,212,232,As Expected,As Expected,As Expected,167,208,651,As Expected,As Expected,209,209,0,As Expected,73,1.65,As Expected,185
382573,FRESENIUS MEDICAL CARE MADRAS DIALYSIS,5,MADRAS,Profit,FRESENIUS MEDICAL CARE,13,1,1,1,24,As Expected,40,56,60,As Expected,As Expected,As Expected,47,48,163,As Expected,As Expected,46,46,0,As Expected,18,0,As Expected,52
382574,FRESENIUS MEDICAL CARE EMERALD VALLEY,5,SPRINGFIELD,Profit,FRESENIUS MEDICAL CARE,0,1,1,1,19,As Expected,40,78,80,As Expected,As Expected,As Expected,53,32,205,Not Available,As Expected,27,27,0,Not Available,15,0,As Expected,68
382575,KAISER SUNNYBROOK PERITONEAL DIALYSIS FACILITY,2,CLACKAMAS,Non-Profit,KAISER PERMANENTE,0,0,1,0,2,Not Available,36,108,121,As Expected,As Expected,Worse than Expected,37,29,125,Not Available,Not Available,0,0,0,Better than Expected,48,2.72,As Expected,110
392752,DAVITA MONROEVILLE DIALYSIS,3,MONROEVILLE,Profit,DAVITA,22,1,1,1,41,As Expected,73,121,129,As Expected,As Expected,As Expected,84,126,340,As Expected,As Expected,100,100,0,As Expected,47,2.11,Better than Expected,86
392753,DAVITA SOUTH BROAD STREET DIALYSIS,4,PHILADELPHIA,Profit,DAVITA,24,1,0,0,42,As Expected,61,108,116,As Expected,As Expected,As Expected,78,107,345,As Expected,As Expected,116,116,0,As Expected,46,1.37,As Expected,89
392755,FRESENIUS KIDNEY CARE - CAMP HILL,4,CAMP HILL,Profit,FRESENIUS MEDICAL CARE,18,1,1,1,17,As Expected,25,46,48,As Expected,As Expected,As Expected,33,48,192,Better than Expected,As Expected,49,49,0,Not Available,21,0,As Expected,34
392756,DAVITA FRANKLIN DIALYSIS AT HOME,4,PHILADELPHIA,Profit,DAVITA,10,1,1,1,15,As Expected,33,56,58,As Expected,As Expected,As Expected,35,32,181,Not Available,As Expected,27,27,0,Better than Expected,24,2.66,Better than Expected,58
372604,DAVITA LAWTON DIALYSIS,4,LAWTON,Profit,DAVITA,12,1,1,0,11,Not Available,20,27,31,As Expected,As Expected,Better than Expected,26,19,53,As Expected,As Expected,26,26,0,Not Available,10,0,As Expected,36
332602,DAVITA YONKERS DIALYSIS CENTER,4,YONKERS,Profit,DAVITA,21,1,1,0,54,As Expected,89,130,135,As Expected,As Expected,As Expected,99,95,430,As Expected,As Expected,137,137,0,As Expected,44,1.06,Better than Expected,111
332603,DAVITA QUEENS VILLAGE DIALYSIS CENTER,4,QUEENS VILLAGE,Profit,DAVITA,25,1,1,1,104,As Expected,163,242,250,As Expected,As Expected,Better than Expected,177,203,722,As Expected,Better than Expected,216,216,0,Better than Expected,83,2.54,Better than Expected,208
332604,DAVITA SHEEPHEAD BAY RENAL CARE CENTER,5,BROOKLYN,Profit,DAVITA,16,1,0,0,63,As Expected,81,109,112,As Expected,As Expected,As Expected,93,79,366,Better than Expected,Better than Expected,113,113,0,As Expected,25,1.37,As Expected,77
332605,DAVITA GARDEN CITY DIALYSIS CENTER,3,GARDEN CITY,Profit,DAVITA,31,1,0,0,71,As Expected,92,143,145,As Expected,As Expected,As Expected,114,110,492,As Expected,As Expected,155,155,0,As Expected,45,1.5,Better than Expected,121
332712,"BUSHWICK CENTER FOR RENAL DIALYSIS, LLC",4,BROOKLYN,Profit,INDEPENDENT,20,1,0,0,85,As Expected,113,181,193,As Expected,Worse than Expected,Worse than Expected,134,171,560,Better than Expected,Better than Expected,191,191,0,As Expected,53,0.79,As Expected,95
392701,FRESENIUS KIDNEY CARE - WAYNESBORO,5,WAYNESBORO,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,34,As Expected,38,54,56,As Expected,As Expected,As Expected,46,63,195,As Expected,As Expected,55,55,0,Not Available,24,0,As Expected,44
392702,DAVITA PDI - WALNUT TOWER,4,PHILADELPHIA,Profit,DAVITA,18,1,1,0,53,As Expected,61,109,114,As Expected,As Expected,As Expected,78,92,334,As Expected,As Expected,97,97,0,As Expected,36,1.88,Better than Expected,105
392704,DAVITA CLEARFIELD DIALYSIS,5,CLEARFIELD,Profit,DAVITA,16,1,0,0,23,As Expected,36,55,57,As Expected,As Expected,Better than Expected,47,69,203,As Expected,As Expected,54,54,0,Not Available,19,0,As Expected,39
392705,DAVITA MT POCONO DIALYSIS,3,TOBYHANNA,Profit,DAVITA,12,1,1,0,23,As Expected,30,50,48,As Expected,As Expected,As Expected,38,47,204,As Expected,As Expected,48,48,0,Not Available,18,0,As Expected,38
392706,DAVITA PDI - EPHRATA,5,STEVENS,Profit,DAVITA,16,1,0,0,33,As Expected,54,82,84,As Expected,As Expected,As Expected,68,84,265,As Expected,As Expected,68,68,0,As Expected,25,0.85,As Expected,56
382576,ROSE CITY DIALYSIS LLC,5,TUALATIN,Profit,FRESENIUS MEDICAL CARE,0,0,1,0,21,As Expected,31,59,58,As Expected,As Expected,As Expected,36,22,76,Not Available,Not Available,0,0,0,Not Available,21,0,Better than Expected,60
382577,DAVITA LANCASTER DRIVE DIALYSIS,5,SALEM,Profit,DAVITA,25,1,1,1,42,As Expected,73,115,122,As Expected,As Expected,As Expected,78,76,135,As Expected,As Expected,92,92,0,Not Available,18,0,As Expected,96
382578,DAVITA GRESHAM STATION DIALYSIS,5,GRESHAM,Profit,DAVITA,17,1,1,0,17,As Expected,30,43,44,As Expected,As Expected,As Expected,33,31,59,As Expected,As Expected,30,30,0,Not Available,5,0,As Expected,33
392605,FRESENIUS KIDNEY CARE - TEMPLE DIALYSIS ONTARIO,2,PHILADELPHIA,Profit,FRESENIUS MEDICAL CARE,32,1,1,0,45,As Expected,57,107,107,As Expected,As Expected,As Expected,67,102,364,As Expected,As Expected,104,104,0,As Expected,32,0.85,As Expected,94
392606,DAVITA POCONO DIALYSIS CENTER,3,EAST STROUDSBURG,Profit,DAVITA,16,1,1,0,42,As Expected,52,70,72,As Expected,As Expected,As Expected,63,91,284,As Expected,As Expected,74,74,0,As Expected,25,0,As Expected,67
392609,DAVITA PDI-LANCASTER,5,LANCASTER,Profit,DAVITA,17,1,0,0,43,As Expected,62,96,99,As Expected,As Expected,As Expected,71,66,307,As Expected,As Expected,97,97,0,Not Available,15,0,As Expected,80
372605,DAVITA PAULS VALLEY DIALYSIS,5,PAULS VALLEY,Profit,DAVITA,12,1,0,0,19,As Expected,27,41,43,As Expected,As Expected,As Expected,36,31,73,As Expected,As Expected,43,43,0,Not Available,13,0,As Expected,30
372606,DAVITA WAGONER DIALYSIS,5,WAGONER,Profit,DAVITA,13,1,1,0,26,As Expected,39,53,58,As Expected,As Expected,As Expected,49,66,97,As Expected,As Expected,30,30,0,Not Available,12,0,As Expected,54
372607,DAVITA DT4 DIALYSIS,2,BROKEN ARROW,Profit,DAVITA,4,1,0,0,6,Not Available,7,12,13,Not Available,As Expected,Not Available,10,12,14,Not Available,As Expected,11,11,0,Not Available,1,0,Not Available,10
372608,DAVITA GARFIELD COUNTY DIALYSIS,,ENID,Profit,DAVITA,13,1,1,0,1,Not Available,4,7,9,Not Available,As Expected,Not Available,6,12,12,Not Available,Not Available,9,9,0,Not Available,0,0,Not Available,8
372609,FKC - MOORE,3,OKLAHOMA CITY,Profit,FRESENIUS MEDICAL CARE,17,1,1,1,13,Not Available,30,50,60,As Expected,As Expected,As Expected,40,58,43,Better than Expected,As Expected,49,49,0,Not Available,8,0,As Expected,47
392508,DAVITA UPLAND DIALYSIS CENTER,5,UPLAND,Profit,DAVITA,45,1,1,0,77,As Expected,95,147,153,As Expected,As Expected,As Expected,106,91,473,As Expected,As Expected,152,152,0,As Expected,47,1.14,As Expected,126
332713,FMS-FREEDOM CENTER OF BUFFALO,,WILLIAMSVILLE,Profit,FRESENIUS MEDICAL CARE,0,0,1,1,9,Not Available,21,30,31,As Expected,As Expected,As Expected,23,32,70,Not Available,Not Available,2,2,0,Not Available,9,0,As Expected,30
332714,ROGOSIN WEST SIDE,4,NEW YORK,Non-Profit,INDEPENDENT,28,1,1,1,86,As Expected,101,179,181,As Expected,As Expected,Better than Expected,124,120,367,Better than Expected,As Expected,155,155,0,Better than Expected,67,2.45,Better than Expected,137
332715,HASTINGS HEMODIALYSIS CENTER,5,MALONE,Non-Profit,AMERICAN RENAL ASSOCIATES,11,1,0,0,19,Not Available,13,43,46,As Expected,Better than Expected,As Expected,40,29,143,As Expected,As Expected,45,45,0,Not Available,20,0,As Expected,30
332716,PROSPECT PARK DIALYSIS,2,BROOKLYN,Profit,INDEPENDENT,32,1,0,0,76,As Expected,119,194,193,As Expected,As Expected,As Expected,131,130,514,Better than Expected,As Expected,198,198,0,As Expected,93,1.41,Better than Expected,161
332717,MASSENA DIALYSIS CENTER,5,MASSENA,Profit,AMERICAN RENAL ASSOCIATES,10,1,1,0,23,As Expected,22,42,43,As Expected,As Expected,As Expected,34,34,135,As Expected,As Expected,42,42,1,Not Available,11,0,As Expected,27
392807,"FRESENIUS KIDNEY CARE - SHARON HILL, LLC",3,SHARON HILL,Profit,FRESENIUS MEDICAL CARE,12,1,1,0,38,As Expected,56,89,94,As Expected,As Expected,As Expected,69,67,245,As Expected,As Expected,90,90,0,As Expected,31,0.63,As Expected,82
392808,DAVITA BETHEL PARK DIALYSIS,4,BETHEL PARK,Profit,DAVITA,4,1,0,0,5,Not Available,9,18,19,As Expected,Not Available,As Expected,13,9,64,As Expected,As Expected,19,19,0,Not Available,8,0,Not Available,6
392809,DAVITA CITY LINE DIALYSIS,5,PHILADELPHIA,Profit,DAVITA,17,1,0,0,33,As Expected,36,77,78,As Expected,As Expected,As Expected,51,67,171,As Expected,As Expected,79,79,0,As Expected,29,2.34,Better than Expected,66
392810,DAVITA CHELTENHAM DIALYSIS,3,CHELTENHAM,Profit,DAVITA,21,1,1,0,37,As Expected,54,88,95,As Expected,As Expected,As Expected,69,66,303,As Expected,As Expected,88,88,0,As Expected,39,0.83,Better than Expected,76
392811,DAVITA MONTAGE AT HOME DIALYSIS,,MOOSIC,Profit,DAVITA,0,0,1,1,11,Not Available,18,44,45,As Expected,As Expected,As Expected,26,28,135,Not Available,Not Available,5,5,0,Not Available,9,0,As Expected,46
392813,DAVITA PROVIDENCE SQUARE HOME TRAINING,3,SECANE,Profit,DAVITA,1,0,1,1,22,As Expected,34,56,57,As Expected,As Expected,Worse than Expected,41,42,153,Not Available,As Expected,15,15,0,As Expected,32,1.54,As Expected,60
392610,"DCI RENAL SERVICES OF PITTSBURGH, LLC - OAKLAND",2,PITTSBURGH,Profit,"DIALYSIS CLINIC, INC.",30,1,1,1,44,As Expected,68,120,129,As Expected,As Expected,Better than Expected,88,116,375,Worse than Expected,As Expected,89,89,0,As Expected,37,2.12,As Expected,113
392612,"USRC BEDFORD, LLC",3,EVERETT,Profit,"US RENAL CARE, INC.",11,1,1,1,20,As Expected,50,67,75,As Expected,As Expected,As Expected,58,68,214,Better than Expected,As Expected,67,67,0,As Expected,28,0,As Expected,40
392613,DAVITA NORTHUMBERLAND DIALYSIS,5,MOUNT CARMEL,Profit,DAVITA,13,1,0,0,23,As Expected,44,62,67,As Expected,As Expected,As Expected,51,56,221,As Expected,As Expected,67,67,0,Not Available,22,0,As Expected,50
392729,DAVITA SCRANTON DIALYSIS,5,SCRANTON,Profit,DAVITA,14,1,0,0,26,As Expected,33,67,68,As Expected,As Expected,As Expected,45,42,220,Better than Expected,As Expected,68,68,0,Not Available,31,0,As Expected,28
392731,U.S. RENAL CARE - YORK,3,YORK,Profit,"US RENAL CARE, INC.",24,1,1,1,66,As Expected,96,140,144,As Expected,As Expected,As Expected,111,159,484,As Expected,As Expected,126,126,0,As Expected,48,0.46,As Expected,116
392632,FRESENIUS KIDNEY CARE - PENN HILLS,4,PITTSBURGH,Profit,FRESENIUS MEDICAL CARE,13,1,1,1,15,As Expected,24,43,44,As Expected,As Expected,As Expected,33,42,159,As Expected,As Expected,43,43,0,Not Available,11,0,As Expected,29
392633,FRESENIUS KIDNEY CARE - ALTOONA,4,ALTOONA,Profit,FRESENIUS MEDICAL CARE,36,1,1,1,48,Worse than Expected,91,155,169,As Expected,As Expected,As Expected,107,125,436,Better than Expected,As Expected,154,154,0,Better than Expected,50,3.25,As Expected,105
392634,FRESENIUS KIDNEY CARE - CUMBERLAND COUNTY,2,CARLISLE,Profit,FRESENIUS MEDICAL CARE,16,1,1,1,19,As Expected,26,48,54,As Expected,As Expected,As Expected,41,38,197,As Expected,As Expected,56,56,0,Not Available,18,0,As Expected,37
392635,DAVITA WYNCOTE DIALYSIS,5,WYNCOTE,Profit,DAVITA,24,1,0,0,59,As Expected,85,129,136,As Expected,Worse than Expected,As Expected,97,118,403,As Expected,As Expected,136,136,0,As Expected,26,1.45,As Expected,98
392751,DAVITA BLOOMFIELD-PITTSBURGH DIALYSIS,4,PITTSBURGH,Profit,DAVITA,24,1,1,0,42,As Expected,69,120,124,As Expected,As Expected,As Expected,82,122,356,Better than Expected,As Expected,123,123,0,As Expected,39,2.3,As Expected,94
312686,FKC BELLEVILLE,4,BELLEVILLE,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,27,As Expected,31,60,71,As Expected,As Expected,Better than Expected,42,61,49,As Expected,As Expected,71,71,0,Not Available,9,0,As Expected,59
312687,FKC BAYONNE,5,BAYONNE,Profit,FRESENIUS MEDICAL CARE,14,1,0,0,39,As Expected,48,79,82,As Expected,As Expected,As Expected,62,63,113,As Expected,As Expected,81,81,0,Not Available,5,0,As Expected,71
312688,FKC BOARDWALK,4,ATLANTIC CITY,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,28,As Expected,37,58,58,As Expected,Better than Expected,As Expected,43,40,77,As Expected,As Expected,59,59,0,Not Available,1,0,As Expected,50
312689,FKC SECAUCUS,3,SECAUCUS,Profit,FRESENIUS MEDICAL CARE,19,1,0,0,9,Not Available,18,25,32,As Expected,As Expected,Not Available,21,22,21,As Expected,As Expected,33,33,0,Not Available,0,0,As Expected,17
312690,ARA DIALYSIS AT EAST ORANGE,5,EAST ORANGE,Profit,AMERICAN RENAL ASSOCIATES,18,1,0,0,7,Not Available,15,22,27,As Expected,As Expected,Not Available,17,25,17,Not Available,As Expected,26,26,0,Not Available,1,0,As Expected,18
312691,DAVITA PARSIPPANY DIALYSIS,,PARSIPPANY,Profit,DAVITA,10,1,1,0,7,Not Available,11,20,23,Not Available,Not Available,Not Available,14,6,14,Not Available,As Expected,21,21,0,Not Available,0,0,As Expected,12
382555,PNRS ST HELENS DIALYSIS,5,SAINT HELENS,Profit,FRESENIUS MEDICAL CARE,13,1,0,0,13,As Expected,25,47,53,As Expected,As Expected,As Expected,35,35,116,As Expected,As Expected,52,52,0,Not Available,13,0,As Expected,50
382556,FMC WEST SALEM,5,SALEM,Profit,FRESENIUS MEDICAL CARE,13,1,0,0,26,As Expected,43,70,73,As Expected,As Expected,Better than Expected,52,49,188,Better than Expected,As Expected,74,74,0,Not Available,20,0,As Expected,53
382557,DAVITA KLAMATH FALLS DIALYSIS,4,KLAMATH FALLS,Profit,DAVITA,17,1,0,0,43,As Expected,52,82,88,As Expected,As Expected,As Expected,62,51,244,As Expected,As Expected,85,85,0,As Expected,36,0.24,As Expected,74
382558,DAVITA MCMINNVILLE DIALYSIS,3,MCMINNVILLE,Profit,DAVITA,12,1,1,0,33,As Expected,56,79,79,As Expected,As Expected,As Expected,62,63,252,As Expected,As Expected,57,57,0,As Expected,27,0.43,As Expected,62
382559,DAVITA CORNELL ROAD DIALYSIS,5,BEAVERTON,Profit,DAVITA,16,1,0,0,10,As Expected,34,65,67,As Expected,As Expected,As Expected,37,27,138,As Expected,As Expected,67,67,0,Not Available,22,0,As Expected,57
392732,LIBERTY DIALYSIS - FRIENDSHIP RIDGE,1,BEAVER,Profit,FRESENIUS MEDICAL CARE,6,1,0,0,6,Not Available,10,25,23,As Expected,As Expected,Worse than Expected,16,11,90,As Expected,As Expected,25,25,0,Not Available,1,0,Not Available,2
392733,LIBERTY DIALYSIS - CHIPPEWA,3,BEAVER FALLS,Profit,FRESENIUS MEDICAL CARE,30,1,0,0,19,As Expected,50,86,87,As Expected,As Expected,As Expected,60,78,288,As Expected,As Expected,88,88,0,As Expected,36,0.98,As Expected,50
392734,FRESENIUS KIDNEY CARE - MURRYSVILLE,3,EXPORT,Profit,FRESENIUS MEDICAL CARE,13,1,1,1,13,As Expected,33,60,59,As Expected,As Expected,As Expected,41,56,162,As Expected,As Expected,49,49,0,Not Available,15,0,As Expected,47
392735,BRISTOL DIALYSIS LLC,3,BRISTOL,Profit,AMERICAN RENAL ASSOCIATES,20,1,1,0,35,Worse than Expected,54,83,87,As Expected,As Expected,As Expected,69,109,268,As Expected,As Expected,84,84,0,As Expected,42,1.51,As Expected,68
392822,DAVITA MILLCREEK DIALYSIS,3,ERIE,Profit,DAVITA,17,1,0,0,31,As Expected,50,72,82,As Expected,As Expected,As Expected,57,72,221,As Expected,As Expected,77,77,0,Not Available,21,0,As Expected,44
332584,UNIV DIALYSIS CTR @ AUBURN,5,AUBURN,Non-Profit,"DIALYSIS CLINIC, INC.",13,1,0,0,31,As Expected,31,47,56,As Expected,As Expected,As Expected,45,54,176,As Expected,As Expected,54,54,0,Not Available,11,0,As Expected,39
332585,"NEW YORK DIALYSIS SERVICES, INC.",5,VICTOR,Profit,FRESENIUS MEDICAL CARE,17,1,1,1,38,As Expected,42,70,69,As Expected,Better than Expected,As Expected,63,41,246,As Expected,As Expected,70,70,0,Not Available,25,0,As Expected,53
332586,FMS-AMSTERDAM DIALYSIS CENTER,3,AMSTERDAM,Profit,FRESENIUS MEDICAL CARE,16,1,1,1,22,As Expected,43,64,65,As Expected,As Expected,As Expected,51,57,243,As Expected,As Expected,53,53,0,Not Available,25,0,As Expected,54
332587,SPRINGFIELD DIALYSIS CENTER,4,JAMAICA,Profit,INDEPENDENT,24,1,0,0,72,As Expected,100,161,168,As Expected,As Expected,As Expected,121,146,488,Better than Expected,Better than Expected,167,167,0,As Expected,61,0.58,As Expected,126
332694,ROCKAWAY HD LLC,1,FAR ROCKAWAY,Profit,INDEPENDENT,16,1,0,1,41,As Expected,55,90,83,As Expected,As Expected,Worse than Expected,64,93,252,Not Available,As Expected,90,90,0,Worse than Expected,37,0,As Expected,52
332695,WORKMEN'S CIRCLE DIALYSIS CENTER,3,BRONX,Non-Profit,INDEPENDENT,21,1,0,0,100,As Expected,154,224,257,As Expected,As Expected,As Expected,205,305,624,Not Available,As Expected,250,250,0,Not Available,47,0,As Expected,67
332379,MARJORIE BASSER DIALYSIS CENTER,3,FAR ROCKAWAY,Profit,INDEPENDENT,15,1,0,0,51,As Expected,75,117,118,As Expected,As Expected,As Expected,81,86,363,As Expected,As Expected,121,121,0,As Expected,46,1.03,As Expected,91
332388,S. NASSAU COMMUNITIES HOSP.,,OCEANSIDE,Non-Profit,INDEPENDENT,3,1,1,0,0,Not Available,3,6,6,Not Available,Not Available,Not Available,5,8,16,Not Available,Not Available,6,6,0,Not Available,0,0,As Expected,12
332390,UNITY HOSPITAL OF ROCHESTER - PARK RIDGE CAMPUS,5,ROCHESTER,Non-Profit,INDEPENDENT,24,1,1,0,80,As Expected,121,180,192,As Expected,Better than Expected,As Expected,147,161,624,Not Available,As Expected,154,154,0,Better than Expected,59,2.87,As Expected,123
332393,GENEVA GENERAL HOSPITAL,2,GENEVA,Non-Profit,INDEPENDENT,13,1,1,0,29,As Expected,49,66,70,As Expected,As Expected,As Expected,54,81,213,As Expected,As Expected,69,69,0,As Expected,26,0.46,As Expected,49
332394,LINCOLN HOSPITAL,5,BRONX,Non-Profit,INDEPENDENT,8,1,0,0,8,Not Available,12,43,46,As Expected,As Expected,As Expected,14,20,50,As Expected,As Expected,47,47,0,As Expected,19,1.84,As Expected,41
382560,FMC NEWPORT OREGON,4,NEWPORT,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,24,As Expected,49,52,51,As Expected,As Expected,Better than Expected,54,26,221,Better than Expected,As Expected,51,51,0,Not Available,23,0,As Expected,50
392580,DAVITA CORRY DIALYSIS,5,CORRY,Profit,DAVITA,12,1,1,0,13,As Expected,27,37,43,As Expected,As Expected,As Expected,29,28,119,As Expected,As Expected,43,43,0,Not Available,20,0,As Expected,26
392581,DCI NORTH HILLS,3,PITTSBURGH,Non-Profit,"DIALYSIS CLINIC, INC.",21,1,1,0,29,As Expected,55,97,101,As Expected,As Expected,As Expected,69,77,276,As Expected,As Expected,86,86,0,Not Available,28,0,As Expected,65
392582,DAVITA HONESDALE DIALYSIS CENTER,3,HONESDALE,Profit,DAVITA,12,1,1,0,26,As Expected,44,53,55,As Expected,As Expected,As Expected,52,36,209,Better than Expected,As Expected,57,57,0,Not Available,14,0,As Expected,40
392584,DAVITA PALMERTON DIALYSIS CENTER,4,PALMERTON,Profit,DAVITA,10,1,1,1,23,As Expected,43,61,64,As Expected,As Expected,As Expected,52,72,208,As Expected,As Expected,62,62,0,As Expected,29,0.99,As Expected,47
392586,"DCI RENAL SERVICES OF PITTSBURGH, LLC - POINT BREEZE",4,PITTSBURGH,Profit,"DIALYSIS CLINIC, INC.",22,1,1,1,18,As Expected,26,55,56,As Expected,As Expected,Better than Expected,36,64,159,Better than Expected,As Expected,56,56,0,Not Available,16,0,As Expected,42
392823,ISD RENAL INC,5,PHILADELPHIA,Profit,DAVITA,21,1,0,0,37,As Expected,58,80,80,As Expected,As Expected,Better than Expected,63,79,258,As Expected,As Expected,80,80,0,Not Available,16,0,As Expected,61
392824,DAVITA ROBINSON HT AT HOME,,MCKEES ROCKS,Profit,DAVITA,5,0,1,1,3,Not Available,7,12,12,As Expected,Not Available,Not Available,8,8,12,Not Available,Not Available,3,3,0,Not Available,3,0,Not Available,9
392825,DAVITA TYRONE DIALYSIS,2,TYRONE,Profit,DAVITA,7,1,1,0,17,Worse than Expected,27,38,40,As Expected,As Expected,As Expected,29,59,117,As Expected,As Expected,39,39,0,Not Available,12,0,As Expected,21
392826,DAVITA WOODLYN DIALYSIS,5,WOODLYN,Profit,DAVITA,16,1,0,0,38,As Expected,53,75,78,As Expected,As Expected,As Expected,55,34,210,As Expected,As Expected,79,79,0,As Expected,31,0,As Expected,64
