Facility_Name,CMS_Certification_Number,PY2020_Payment_Reduction_Percentage,Total_Performance_Score
"TRUE NORTH DIALYSIS CENTER, LLC",332750,0,87
HPLD PARTNERS LLC,332751,0.005,50
KNICKERBOCKER DIALYSIS INC.,332752,0,67
"MAIN STREET DIALYSIS CENTER, LLC",332753,0.015,32
JULIA AND ISRAEL WALDBAUM DIALYSIS,332754,0.005,49
"DIALYZE DIRECT NY, LLC",332755,0.005,57
FRESENIUS KIDNEY CARE - HORNELL,332756,0.015,37
"LIBERTY RC, INC.",332757,0,69
DSI DUTCHESS DIALYSIS,332758,0,59
KNICKERBOCKER DIALYSIS INC.,332759,0,62
WOODMERE DIALYSIS LLC,332760,0.02,22
KNICKERBOCKER DIALYSIS,332761,0.005,49
UTICA PARTNERS LLC,332762,0,67
SEA CREST ACQUISITION LLC,332763,0.02,9
KNICKERBOCKER DIALYSIS INC.,332764,0,72
"NEW YORK DIALYSIS SERVICES, INC",332765,0.01,41
KNICKERBOCKER DIALYSIS,332766,0,71
LIBERTY RC INC.,332767,0,0
KNICKERBOCKER DIALYSIS INC.,332768,0.005,58
ATLAS PARK DIALYSIS,332769,0.01,44
KNICKERBOCKER DIALYSIS INC.,332771,0,0
US RENAL CARE AMHERST DIALYSIS,332772,0,0
"TRUE NORTH DIALYSIS CENTER, LLC",332773,0,0
KNICKERBOCKER DIALYSIS INC.,332774,0,0
"GLENGARIFF DIALYSIS CENTER, LLC",332775,0.02,5
FAXTON-ST. LUKE'S HEALTHCARE,332776,0,0
NEW YORK DIALYSIS SERVICES INC,332777,0,0
LIJ SATELLITE DIALYSIS FACILITY,333503,0,71
MT. SINAI KIDNEY CENTER AT EAST RIVER PLAZA,333511,0,64
BROOKLYN HOSPITAL CENTER II,333515,0,59
OLEAN GENERAL DIALYSIS,333519,0,60
FAXTON ST. LUKE'S HEALTHCARE - HERKIMER,333520,0.01,43
WINTHROP UNIVERSITY HOSPITAL,333522,0,73
LAKE PLAINS DIALYSIS AT BATAVIA,333526,0.015,34
LONG ISLAND COMMUNITY HOSPITAL,333527,0,75
FAXTON ST. LUKE'S HEALTHCARE - ROME,333529,0.005,56
BASSETT HEALTHCARE,333531,0.005,52
STONY BROOK SOUTHAMPTON HOSPITAL REGIONAL DIALYSIS CENTER,333533,0,78
SOUTH NASSAU OUTPATIENT DIALYSIS CENTER,333535,0,82
DR RAVINDER N AGARWAL,333536,0,62
WINTHROP UNIV. HOSP AT SUN HARBOR,333543,0,63
SUNY PARKSIDE DIALYSIS CENTER,333544,0.01,40
TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER,333547,0,69
KINGSTON HOSPITAL DIALYSIS CENTER- SATELLITE,333548,0.005,56
FAXTON ST. LUKE'S HEALTHCARE - MASONIC,333552,0,63
NOYES CENTER FOR KIDNEY DISEASE AND DIALYSIS,333553,0.01,42
ROCHESTER GENERAL HOSPITAL DIALYSIS CENTER,333554,0.005,57
NASSAU UNIVERSITY MEDICAL CENTER,333555,0.01,46
MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,333556,0,70
UNITY HOSPITAL DIALYSIS AT SPENCERPORT,333558,0.005,57
NEW YORK - PRESBYTERIAN HOSPITAL - COLUMBIA,333560,0.01,42
UNITY HOSPITAL OF ROCHESTER - ST. MARY'S,333561,0,61
OISHEI CHILDREN'S HOSPITAL OF BUFFALO,333562,0,0
BASSETT HEALTHCARE LITTLE FALLS DIALYSIS,333563,0.015,29
ADIRONDACK MEDICAL CENTER - DIALYSIS,333564,0,86
KINGSBROOK JEWISH MEDICAL CENTER - RNH DIALYSIS,333565,0.015,36
UNITY DIALYSIS AT CHILI,333566,0,62
FAXTON ST LUKE'S HEALTHCARE - HAMILTON,333567,0,73
FSLH-ST. LUKE'S HOME RENAL DIALYSIS,333568,0,67
ROCHESTER GENERAL HOSPITAL - BAY CREEK DIALYSIS CENTER,333569,0,66
WFU BAPTIST MEDICAL CENTER DIALYSIS UNIT,342304,0.02,6
CAROLINAS MEDICAL CENTER DIALYSIS UNIT,342306,0.005,53
PRESBYTERIAN HOSPITAL,342309,0.015,36
WILKES DIALYSIS CENTER,342313,0.005,53
GREENVILLE DIALYSIS CENTER,342502,0.005,53
FRESENIUS MEDICAL CARE CHARLOTTE,342503,0.005,56
GREENSBORO KIDNEY CENTER,342504,0.005,56
PIEDMONT DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342505,0.005,52
ASHEVILLE KIDNEY CENTER INC,342506,0.005,55
WILSON DIALYSIS,342507,0.005,50
BMA OF LENOIR INC,342509,0,72
FAYETTEVILLE KIDNEY CENTER,342510,0.015,32
SE DIALYSIS WILMINGTON DAVITA FACILITY,342511,0.005,54
RALEIGH DIALYSIS CLINIC INC,342512,0.005,49
FRESENIUS MEDICAL CARE GASTONIA,342513,0.005,58
HIGH POINT KIDNEY CENTER OF WAKE FOREST UNIVERSITY,342514,0.005,55
ELIZABETH CITY DIALYSIS,342515,0,65
FMC DIALYSIS SERVICES OF HICKORY,342516,0,70
BMA OF ROCKY MOUNT INC,342517,0,63
FMC OF KINSTON DIALYSIS UNIT,342518,0.01,45
FMC DIALYSIS SERVICES NEUSE RIVER,342520,0,67
SOUTHEASTERN DIALYSIS DAVITA WHITEVILLE,342521,0,68
FMC WAKE DIALYSIS CLINIC,342522,0.01,48
SOUTH CHARLOTTE DIALYSIS,342523,0,62
BMA OF ASHEBORO,342524,0,69
METROLINA KIDNEY CENTER MONROE,342525,0,79
UNION COUNTY DIALYSIS,342526,0,60
STATESVILLE DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342527,0,60
FMC LUMBERTON DIALYSIS UNIT,342528,0.01,46
DCI SHELBY INC,342529,0.005,51
GOLDSBORO DIALYSIS,342531,0,68
TOTAL RENAL CARE OF NORTH CAROLINA LLC,342532,0,72
BMA OF BURLINGTON INC,342533,0.01,48
NEW BERN DIALYSIS,342534,0,59
SOUTHEASTERN DIALYSIS KENANSVILLE,342535,0.01,47
DIALYSIS CARE OF ROCKINGHAM COUNTY INC,342536,0,69
BMA OF SOUTH GREENSBORO INC,342537,0.005,55
FREEDOM LAKE DIALYSIS CENTER,342538,0.005,56
DIALYSIS CARE OF RICHMOND COUNTY INC,342539,0,63
FMCNA LAURINBURG DIALYSIS CENTER,342540,0.01,46
EDENTON DIALYSIS,342541,0,70
BMA OF ROANOKE RAPIDS INC,342542,0.01,48
VANCE COUNTY DIALYSIS,342543,0.005,58
CARY KIDNEY CENTER,342544,0,61
FMC FOUR OAKS,342545,0,73
DIALYSIS CARE OF ROWAN COUNTY INC,342546,0.015,38
BMA OF WINDSOR INC,342547,0,74
CHARLOTTE DIALYSIS,342548,0,60
FMC OF NORTH CHARLOTTE,342549,0.01,47
DURHAM DIALYSIS,342550,0.005,49
MOUNT AIRY DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342551,0,75
DSI CHARLOTTE LATROBE DIALYSIS,342552,0.005,51
LEXINGTON DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342553,0.01,42
FRESENIUS KIDNEY CARE WEST CHARLOTTE,342554,0,63
DIALYSIS CARE OF MOORE COUNTY INC,342555,0,68
SYLVA DIALYSIS CENTER,342556,0,63
DUNN KIDNEY CENTER INC,342557,0,60
SOUTHEASTERN DIALYSIS BURGAW,342558,0,78
BMA OF CLINTON INC,342559,0,66
DIALYSIS CARE OF ANSON COUNTY,342560,0,73
BMA OF PAMLICO,342561,0,60
ROXBORO DIALYSIS,342562,0,71
BMA OF BURKE COUNTY INC,342563,0,62
HENDERSONVILLE DIALYSIS CENTER,342564,0,74
BMA ALBEMARLE,342565,0,70
DAVITA DIALYSIS OF RUTHERFORD COUNTY INC,342566,0.005,58
BURLINGTON REGIONAL DIALYSIS,342567,0.005,49
FMC LINCOLNTON DIALYSIS,342568,0,88
SALEM KIDNEY CENTER OF WAKE FOREST UNIVERSITY,342569,0.005,53
AHOSKIE DIALYSIS,342570,0,68
DIALYSIS CARE OF FRANKLIN COUNTY INC,342571,0.005,53
JOHNSTON DIALYSIS CENTER INC,342572,0.005,52
MOUNT OLIVE DIALYSIS,342573,0,73
RAI CARE CENTERS GOLDSBORO,342576,0.01,47
DIALYSIS CARE OF EDGECOMBE COUNTY,342577,0.005,50
SOUTHEASTERN DIALYSIS ELIZABETHTOWN,342578,0.01,46
DIALYSIS CARE OF HOKE COUNTY INC,342579,0,72
BMA OF BEATTIES FORD INC,342581,0.005,53
SOUTHEASTERN DIALYSIS SHALLOTTE,342582,0,78
DIALYSIS CARE OF MONTGOMERY COUNTY INC,342583,0,69
DIALYSIS CARE OF MARTIN COUNTY INC,342584,0.005,53
FMC DIALYSIS OF CRAVEN COUNTY,342585,0,60
FRESENIUS MEDICAL CARE EAST NORTHAMPTON COUNTY,342586,0,64
GOLDSBORO SOUTH DIALYSIS,342587,0.01,40
BMA OF CRYSTAL COAST INC,342588,0.005,55
BMA OF ZEBULON INC,342589,0.005,52
WEST PETTIGREW DIALYSIS CENTER,342590,0,74
DSI GLENWATER DIALYSIS,342591,0.01,47
DIALYSIS OF KANNAPOLIS,342592,0.005,51
FMC DIALYSIS SERVICES NORTH RAMSEY,342593,0.015,33
BMA NATIONS FORD,342594,0.005,49
BMA KINGS MOUNTAIN,342595,0,80
FMC DIALYSIS SERVICES EAST CAROLINA UNIVERSITY,342596,0.005,52
FRESENIUS MEDICAL CARE CASWELL,342597,0,62
DARE COUNTY DIALYSIS,342598,0,75
TRIAD DIALYSIS CENTER,342599,0.005,51
BMA OF SOUTHWEST GREENSBORO,342600,0,60
FMC DIALYSIS SERVICES SOUTH RAMSEY,342601,0.01,44
CHEROKEE DIALYSIS CENTER,342602,0,82
BMA OF EAST ROCKY MOUNT,342603,0.01,40
WEAVERVILLE DIALYSIS,342604,0,78
BMA EAST CHARLOTTE,342605,0.005,56
LAKE NORMAN DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342606,0,63
RED SPRINGS DIALYSIS CENTER,342607,0.01,41
FUQUAY VARINA KIDNEY CENTER,342608,0,68
FMC VERNON DIALYSIS UNIT,342609,0,69
FMC DIALYSIS SERVICES OF WARREN HILLS,342610,0,60
DIALYSIS CLINIC INC KINGS MOUNTAIN,342611,0,69
NORTHSIDE DIALYSIS CENTER OF WAKE FOREST UNIVERISITY,342612,0.005,52
BMA NORTHWEST GREENSBORO KIDNEY CENTER,342613,0,60
ELKIN DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342614,0,61
FMC DIALYSIS SERVICES OF BRIGGS AVENUE,342615,0,59
DURHAM WEST DIALYSIS,342616,0.005,51
CAROLINA DIALYSIS PITTSBORO,342617,0,60
FMC DIALYSIS SERVICES PLYMOUTH,342618,0,78
HALIFAX COUNTY DIALYSIS CENTER,342619,0.005,50
CAROLINA DIALYSIS SANFORD,342620,0,64
CAROLINA DIALYSIS SILER CITY,342621,0.005,57
CAROLINA DIALYSIS CARRBORO,342622,0.01,48
FMC DIALYSIS SERVICES OF ROBESON COUNTY,342623,0.005,50
FMC DIALYSIS SERVICES OF JONES COUNTY,342625,0,66
CHARLOTTE EAST DIALYSIS,342627,0,61
DAVITA DIALYSIS OF CHADBOURN,342628,0,70
DAVITA WAYNESVILLE DIALYSIS CENTER,342629,0,72
COPPERFIELD DIALYSIS,342631,0.01,40
FRESENIUS MEDICAL CARE OF AYDEN,342632,0,67
KING DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342633,0.01,46
FMC OF EAST GREENSBORO,342634,0.005,55
FRESENIUS MEDICAL SERVICES OF CATAWBA VALLEY,342635,0,81
WEST IREDELL DIALYSIS CENTER,342636,0,61
FOREST HILLS DIALYSIS,342637,0,66
SOUTHERN PINES DIALYSIS CENTER,342638,0,66
THOMASVILLE DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342639,0.005,52
REIDSVILLE DIALYSIS,342640,0,66
ROCKINGHAM KIDNEY CENTER,342641,0,67
FMCNA SOUTHWEST WAKE DIALYSIS,342642,0,63
FMC OF WEST FAYETTEVILLE,342643,0.005,51
FRESENIUS MEDICAL CARE OF SPRING HOPE,342644,0,72
MCDOWELL COUNTY DIALYSIS,342645,0,90
FMC NEW HOPE DIALYSIS,342646,0.01,47
FMS DIALYSIS SERVICES OF OXFORD,342647,0,78
FRESENIUS MEDICAL CARE OF LILLINGTON,342648,0.015,33
SMOKEY MOUNTAIN DIALYSIS DENOVO FACILITY,342649,0,70
GREENE COUNTY DIALYSIS CENTER,342650,0,61
MAXTON DIALYSIS CENTER,342651,0,79
BELMONT DIALYSIS CENTER,342652,0,63
FMS SIX FORKS DIALYSIS CLINIC,342653,0,69
INDEPENDENT NEPHROLOGY SERVICES HUNTERSVILLE,342654,0,92
INDEPENDENT NEPHROLOGY SERVICES CHARLOTTE,342655,0,95
INS STATESVILLE,342657,0.005,51
FRESENIUS MEDICAL CARE APEX,342658,0.005,51
WALLACE DIALYSIS,342659,0,61
MAYLAND DIALYSIS CENTER,342660,0,75
"DIALYSIS CLINIC, INC",342661,0,67
FRESENIUS MEDICAL CARE ST PAULS,342662,0,71
NORTH CHARLOTTE,342663,0,62
FRESENIUS MEDICAL CARE SCOTLAND COUNTY DIALYSIS,342664,0,80
YADKIN DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342665,0.005,50
MARSHVILLE DIALYSIS CENTER,342666,0.005,52
MILLER STREET DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342667,0.01,45
SOUTHPORT DIALYSIS CENTER,342669,0.005,58
HARRISBURG DIALYSIS CENTER,342670,0,73
BMA SOUTH GASTON DIALYSIS,342671,0.005,56
FMC EASTERN WAKE,342672,0,72
FRESENIUS MEDICAL CARE OF ANSON COUNTY,342673,0,69
FRESENIUS MEDICAL CARE WATAUGA COUNTY,342674,0,84
WAKE FOREST DIALYSIS CENTER,342675,0,75
DCI SOUTH SHELBY,342676,0,67
DAVIE KIDNEY CENTER OF WAKE FOREST UNIVERSITY,342677,0.005,50
FRESENIUS MEDICAL CARE STALLINGS STATION,342678,0,69
CARTHAGE DIALYSIS,342679,0,77
FMS SOUTH DURHAM DIALYSIS CENTER,342680,0.005,50
FRESENIUS MEDICAL CARE MATTHEWS,342681,0,78
FMC PEMBROKE,342682,0.005,54
SOUTHPOINT DIALYSIS,342683,0,64
FRESENIUS MEDICAL CARE CENTRAL RALEIGH,342684,0.005,55
CAPE FEAR DIALYSIS,342685,0.005,53
NORTH BURLINGTON DIALYSIS,342686,0.005,53
FRESENIUS MEDICAL CARE OF ALEXANDER COUNTY,342687,0,90
FMC ROSEBORO DIALYSIS,342688,0.005,51
FMC BRUNSWICK COUNTY,342689,0,94
SANDHILLS DIALYSIS,342690,0,89
CAROLINA DIALYSIS OF MEBANE,342691,0.005,54
"DVA HEALTHCARE RENAL CARE, INC.",342692,0,69
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342693,0.005,56
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342694,0,76
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342695,0,75
TOTAL RENAL CARE OF NORTH CAROLINA LLC,342696,0,79
"CAROLINA DIALYSIS, LLC",342697,0.005,49
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342698,0,82
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342699,0,82
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342700,0,69
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342701,0,61
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342702,0,77
SURF CITY DIALYSIS,342703,0,72
KERR LAKE DIALYSIS,342704,0.005,51
FRESENIUS MEDICAL CARE NORTHERN WAKE,342705,0,78
FRESENIUS MEDICAL CARE FARMVILLE,342706,0.005,51
HUNTERSVILLE DIALYSIS,342707,0,62
ALBERMARLE DIALYSIS,342708,0.005,58
ALAMANCE COUNTY DIALYSIS,342709,0,80
FMC SOUTH ROCKY MOUNT,342710,0,67
BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA,342711,0,0
SAMPSON COUNTY HOME TRAINING,342712,0,0
FRESENIUS MEDICAL CARE SOUTHWEST CHARLOTTE,342713,0,68
NORTH RANDOLPH DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342714,0.005,56
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342715,0,82
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342716,0,67
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342717,0.005,55
"TOTAL RENAL CARE, INC.",342718,0,66
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342719,0,69
FRESENIUS MEDICAL CARE - HIGH POINT,342720,0,78
"FMS ENA HOME, LLC",342721,0,81
FRESENIUS MEDICAL CARE - TARBORO,342722,0.005,58
COASTAL PLAIN DIALYSIS,342723,0,86
WILKES DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342724,0,66
SHARPSBURG DIALYSIS,342725,0,0
"RENAL TREATMENT CENTERS MID ATLANTIC, INC.",342726,0,88
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342727,0,73
NASH COUNTY DIALYSIS,342728,0,0
CATAWBA COUNTY DIALYSIS,342729,0,0
SPENCER DIALYSIS,342730,0,0
DAVITA BROOKSHIRE,342731,0,0
BULL CITY DIALYSIS,342732,0.005,51
FRESENIUS MEDICAL CARE MORRISVILLE,342733,0,0
DAVITA-DURHAM REGIONAL DIALYSIS,342734,0,0
FRESENIUS MEDICAL CARE WHITE OAK,342735,0,0
DAVITA SUGAR CREEK,342736,0,0
FRESENIUS KIDNEY CARE INDIAN TRAIL,342737,0.015,32
FRESENIUS MEDICAL CARE ALDERSGATE,342738,0,0
"RENAL TREATMENT CENTERS MID ATLANTIC, INC.",342739,0,0
ROANOKE-CHOWAN DIALYSIS,342740,0,0
DUKE UNIVERSITY MEDICAL CENTER DIALYSIS UNIT,343504,0.01,45
CHI ST ALEXIUS HEALTH - BISMARCK DIALYSIS,352300,0.015,29
ALTRU HOSPITAL,352302,0.005,51
TRINITY HOSPITAL - ST JOSEPHS,352303,0,72
SANFORD TOM AND FRANCES LEACH BISMARCK DIALYSIS,352304,0.005,58
THREE AFFILIATED TRIBES DIALYSIS,352500,0.01,47
THE KIDNEY INSTITUTE OF NORTH DAKOTA,352501,0.005,53
DAVITA - FARGO DIALYSIS,352502,0,74
AURORA DIALYSIS LLC,352503,0,63
DAVITA - OAKES DIALYSIS,352504,0,88
CHI ST ALEXIUS HEALTH - DICKINSON DIALYSIS,353501,0,74
CHI ST ALEXIUS HEALTH - WILLISTON DIALYSIS,353502,0,79
TRINITY SAT - BELCOURT DIALYSIS,353503,0,68
SANFORD JAMESTOWN DIALYSIS,353504,0,64
SANFORD FORT YATES DIALYSIS,353505,0.005,50
ALTRU DIALYSIS SAT AT MERCY HOSP,353506,0,85
SANFORD DIALYSIS FARGO,353507,0,60
LIMA MEMORIAL HOSPITAL / DIALYSIS SERVICES,362302,0.005,50
UNIVERSITY OF TOLEDO MEDICAL CENTER,362306,0,0
MERCY ST. VINCENT DIALYSIS,362314,0.005,50
UNIVERSITY HOSPITALS OF CLEVELAND - DIALYSIS,362316,0.01,41
CINCINNATI CHILDRENS HOSPITAL MED CTR,362321,0.02,10
FIRELANDS DIALYSIS CENTER SOUTH,362322,0,61
THE TOLEDO HOSPITAL DIALYSIS,362323,0.015,33
NATIONWIDE CHILDRENS HOSPITAL,362326,0.005,51
CHILDRENS HOSPITAL MEDICAL CTR - AKRON,362328,0,0
PROMEDICA FOSTORIA COMMUNITY HOSPITAL DIALYSIS CENTER,362339,0.005,51
CLEVELAND CLINIC CHILDRENS HOSP FOR REHABILITATION,362344,0.005,53
COMMUNITY DIALYSIS CENTER,362500,0.01,46
FMC - CENTRAL OHIO,362501,0.005,58
DAVITA - MT AUBURN DIALYSIS,362502,0,59
FMC -  AKRON,362503,0.015,32
DCI - CINCINNATI,362504,0,64
COMMUNITY DIALYSIS CENTER,362505,0.005,51
FMC - MANSFIELD KIDNEY CENTER,362508,0,72
DAVITA - SOUTHLAND DIALYSIS,362509,0.01,41
FMC - DAYTON REGIONAL DIALYSIS - NORTH,362512,0.01,42
FMC - GRANT PARK,362514,0.01,46
DCI - EAST LIVERPOOL,362516,0,59
DAVITA ZANESVILLE DIALYSIS,362518,0.01,46
DAVITA - BLUE ASH DIALYSIS,362519,0,66
FMC - CENTRAL OHIO EAST,362520,0.01,41
FMC - AKRON CANTON KIDNEY CENTER,362521,0.005,56
DAVITA - EASTGATE DIALYSIS,362522,0.005,58
FMC- AUSTINTOWN,362523,0,63
DAVITA DIALYSIS CENTERS OF DAYTON EAST,362524,0.005,52
US RENAL CARE - TALMADGE ROAD HOME DIALYSIS,362526,0.02,12
"FMC - DAYTON REGIONAL DIALYSIS-SOUTH,INC",362528,0.005,57
FMC- DIALYSIS & NEPHROLOGY ASSOC OF NE OHIO,362529,0,100
DCI - FOREST PARK,362530,0.01,48
FMC - WAYNE COUNTY KIDNEY CENTER,362531,0,61
FMC - PORTSMOUTH,362534,0.005,54
FMC - PORTAGE COUNTY KIDNEY CENTER,362537,0,64
FMC - NORWALK,362539,0,70
DAVITA - HOME DIALYSIS OF DAYTON SOUTH,362541,0,73
DAVITA - HOME DIALYSIS OF DAYTON,362542,0,82
DAVITA - COLUMBUS DIALYSIS,362543,0,63
FMC - REGIONAL DIALYSIS CTR OF WILLIAMS COUNTY,362545,0,76
DAVITA - MAUMEE BAY DIALYSIS,362547,0.01,45
FMC - HEART OF OHIO DIALYSIS CTR,362549,0,63
DAVITA - WILLOW DIALYSIS CENTER,362551,0,61
FMC - CLAYTON TAYLOR,362552,0.01,45
"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",362553,0.01,39
DAVITA - ASHTABULA DIALYSIS,362554,0,64
FMC - SUBURBAN HOME DIALYSIS,362556,0.005,53
FMC - CIRCLEVILLE DIALYSIS,362557,0,69
FMC - WARREN,362558,0,66
FMC - YOUNGSTOWN,362559,0.005,57
DAVITA - SHAKER SQUARE DIALYSIS,362560,0.015,34
BELMONT DIALYSIS AT CRESTVIEW,362561,0.005,52
FMC - SALEM SOUTH,362562,0,59
DAVITA - MARIETTA DIALYSIS,362563,0,68
COMMUNITY DIALYSIS CENTER,362564,0,74
FMC - MAD RIVER DIALYSIS CTR,362566,0,70
COMMUNITY DIALYSIS CENTER,362567,0.005,55
FMC - CLEVELAND CLINIC WEST,362568,0.005,58
FMC - CLEVELAND CLINIC EAST,362569,0.015,37
FMC - OHIO RENAL CARE GROUP HOME DIALYSIS PROGRAM,362570,0.015,30
FMC - DIALYSIS SPECIALISTS OF MARIETTA,362571,0,61
DAVITA - MIDDLEBURG HEIGHTS DIALYSIS,362572,0.005,57
FMC - BUTLER COUNTY LLC,362576,0.01,39
"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",362577,0,66
"CENTER FOR DIALYSIS CARE HOME CARE, LTD.",362578,0.02,20
FMC - HOCKING HILLS DIALYSIS CENTER,362579,0,63
FMC - TUSCARAWAS COUNTY KIDNEY CENTER,362580,0,78
FMC - MEDINA COUNTY KIDNEY CENTER,362581,0,70
"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",362582,0.01,44
FMC - CRAWFORD COUNTY KIDNEY CENTER,362583,0,63
US RENAL CARE NORTHWEST OHIO DIALYSIS,362584,0.005,52
FMC - DIALYSIS SPECIALISTS OF NORTHEAST OHIO,362585,0,67
DAVITA - SWAN CREEK DIALYSIS,362587,0.015,37
FMC - ELYRIA RENAL CARE GROUP,362589,0,69
FMC - OHIO RENAL CARE GROUP-NORTH RANDALL,362590,0,77
FMC - FARNSWORTH DIALYSIS,362591,0.005,56
DAVITA - MIDWEST SPRINGFIELD DIALYSIS,362592,0,59
DAVITA SOUTHWEST OHIO DIALYSIS,362594,0.005,58
DAVITA - DAYTON NORTH DIALYSIS,362595,0.01,42
FMC -  SIDNEY DIALYSIS,362597,0,69
FMC - AKRON EAST,362598,0.01,47
FMC - KNOX COUNTY KIDNEY CENTER,362599,0,61
DAVITA BELDEN COMMUNITY DIALYSIS,362600,0,61
DAVITA - FAIRFIELD DIALYSIS,362602,0,71
CENTER FOR DIALYSIS CARE AT HEATHER HILL,362603,0.005,53
FMC- ARROWHEAD DIALYSIS CENTER,362604,0.01,46
FMC - TOLEDO CENTRAL DIALYSIS,362607,0.01,46
DAVITA - FAIRFIELD HOME TRAINING DIALYSIS,362608,0,80
FMC - WESTLAKE DIALYSIS CENTER,362609,0.005,57
DAVITA - WINTON ROAD DIALYSIS,362611,0,63
"ARC/CDC, LTD.",362612,0.01,43
DAVITA - SUMMIT RENAL CARE,362613,0.01,48
DAVITA NORTH RIDGE DIALYSIS,362614,0,68
FMC - STREETSBORO KIDNEY CENTER,362617,0.01,47
FMC - BOARDMAN DIALYSIS,362618,0,76
FMC - RICHLAND COUNTY,362619,0,69
DAVITA - PARMA DIALYSIS,362620,0,66
DCI - WESTERN HILLS,362621,0,69
DAVITA - SENECA DIALYSIS LLC.,362622,0,83
DAVITA - WHITE PONDS DIALYSIS,362623,0.01,45
"DIALYSIS CENTER OF NORTHWEST OHIO, LTD.",362624,0,62
FMC-CAMPUS KIDNEY DIALYSIS CENTER,362625,0.015,29
"FMC - GREATER COLUMBUS REGIONAL DIALYSIS, LLC",362627,0,60
DAVITA - WESTERN HILLS DIALYSIS,362628,0,61
DAVITA - COLUMBUS EAST DIALYSIS,362629,0,68
US RENAL CARE OF BOWLING GREEN,362630,0.01,47
"DIALYSIS CENTERS OF NORTHWEST OHIO, LTD",362631,0,80
FMC - NORTH LIMA,362632,0.005,57
DAVITA - SILVERTON DIALYSIS,362633,0.005,56
DAVITA - SILVERTON HOMETRAINING DIALYSIS,362634,0,61
FMC - AMHERST DIALYSIS,362636,0,67
FMC - OHIO RENAL CARE GROUP EUCLID,362637,0.005,51
FMC - DIALYSIS SERVICES OF LONDON,362638,0,73
FMC -  VAN WERT DIALYSIS,362639,0,71
DAVITA - MERCY CANTON DIALYSIS,362640,0,85
"DIALYSIS CENTERS OF NORTHWEST OHIO, LTD",362641,0,63
FMC - TRI-STATE DIALYSIS,362642,0,66
DCI - PORTSMOUTH,362643,0.005,49
DAVITA - PREMIERE KIDNEY CENTER OF NEWARK,362644,0,68
DAVITA - MIDWEST FAIRBORN  DIALYSIS,362645,0.01,46
FMC - GALLIPOLIS,362646,0.005,54
DAVITA - BUTLER COUNTY DIALYSIS,362647,0,78
FMC - MT. CARMEL WEST,362648,0,60
FMC - LIBERTY MID-AMERICA DIALYSIS LLC.,362649,0.01,47
DAVITA - COLUMBUS DOWNTOWN DIALYSIS,362650,0,63
DAVITA - MUNROE FALLS,362651,0,81
KIDNEY CENTER OF COLUMBUS NORTH,362652,0,59
KIDNEY CENTER OF COLUMBUS EAST,362653,0.005,51
"DEFIANCE DIALYSIS CENTER, LTD",362654,0,70
DCA OF CINCINNATI,362655,0,77
FRESENIUS KIDNEY CARE LIMA,362656,0.005,54
FMC - MT. CARMEL EAST,362657,0,61
DAVITA - DARKE COUNTY DIALYSIS,362659,0,70
"DAVITA HOME DIALYSIS SERVICES OF SANDUSKY, INC.",362660,0,81
KIDNEY CENTER OF COLUMBUS SOUTH,362661,0,60
DCI - WESTCHESTER,362664,0,68
FMC - DEFIANCE,362665,0.005,58
FMC - SOLON,362666,0,61
FMC - BUTLER COUNTY LLC,362668,0,75
DAVITA - ALLIANCE COMMUNITY DIALYSIS,362669,0,63
FMC - MASSILLON DIALYSIS CENTER,362670,0,69
DAVITA - BELPRE DIALYSIS,362671,0,68
DAVITA - DIALYSIS CENTERS OF WARREN  COUNTY,362672,0,76
